1週間前より裏面が熱を持つ。持てないくらいの熱さ。,O99
デモ機から代用機に転用の為、点検お願いします。,O99
電池が急激に減り、電源が落ちる。,O99
液晶破損。,O99
画面のロックがわからず、リセットをかけようとしたところフリーズしてしまいリセット不可,O99
万歩計がカウントされない為アップデート希望,O99
100%たまっている充電が全然利用していなくても5時間ほどで切れてしまう。充電持ちがとても悪い。40%ある状態でも電源落ちがする。2016年10月にお届け交換サービスで交換をされたばかりですので、迅速な対応をお願いします。,O99
フリーズが多いとのことで点検お願いします。,O99
充電ができない,O99
朝起きたら電源が投入出来なくなっていた。充電器を挿したら電源は投入できる,O99
キー操作不良。,O99
突然、画面上に「温度異常エラー」と出てしまい、操作不能,O99
液晶破損、カメラアプリが勝手に起動する,O99
再起動を繰り返す。,O99
コネクタキャップがちぎれた,O99
オールリセット後に同期したグーグルアカウントのログインができなかったので、そちらの設定をリセットして正常に使えるようにしていただきたいです。,O99
歩数計の過去の記録が急に保存されなくなった。当日は記録されますが翌日になると消えてしまう。10月になってから出た症状で10月以前の記録は残ってます。,O99
電源が切れてしまう。その他総点検お願いします。,O99
アンドロイドの画面から立ち上がらない・コネクタキャップがなくなった,O99
時計の秒針がズレている。再起動やicカード交換などをして一旦は改善が見られたが、再度ズレが起き出してので詳しく点検をお願いします。,O99
就寝前に100%の表示になり、起床時に0%になる。,O99
店舗代用機 初期化時グーグルパスワードを求められ初期設定ができない。初期化希望。,O99
再起動を繰り返して操作ができない。,O99
①お知らせランプ点滅とアラーム音が鳴る(0:17〜0:19の間)②アラームが設定がoffになる(5:00と7:00に設定しており片方が鳴れば片方がoffになってしまう)③メモが消えた。,O99
カメラアプリを開くと真っ暗なまま。,O99
カメラで写真の保存先をsdカードに選択すると保存できない。内部ストレージにはできる。電話帳などのバックアップもsdに保存できない。今使っているsdをほかのスマホに入れても保存出来る。sdの容量は3/1も使っていない。,O99
eメールの送受信ができない。simカードを変更したが改善されず,O99
icカード認識不良・uimカードが挿入されていませんとエラーメッセージが出ます・uimカードは正常です・他人の端末で確認済み,O99
電池持ちが悪くなってきた,O99
画面に触れていないのにセンサーが反応して、端末の操作はできません。手など覆っているものを外してください。と出て操作ができなくなる。,O99
「端末の操作はできません。手など覆っているものを外してください。」というエラーが頻繁に出てきて操作ができなくなる。フィルムも貼ってない、覆っているものもないです。あと音量を下げるボタンが陥没していて反応しない。触っていると反応するときがある。,O99
電源が入らない。再起動繰り返す。,O99
画面操作が時々できなくなる。(センサーが作動してしまう。),O99
電源を起動するとすぐ電源が切れる。電池残量表示がおかしい。充電ができない。,O99
落下破損,O99
自分の声は相手に聞こえるが相手の声は聞こえない,O99
データ転送希望。修理からかえってきて引き渡ししようとしたとこと塗装禿になりました。長時間店でも順番待ちをしてまっていただいてたのにメーカの塗装禿でかなりお客様にご迷惑をおかけしています。修理では料金もかかっていました。きっちりとこのようなことがないように返却お願いいたします。,O99
felicaロック解除不可でオールリセットしても改善なし。ロック解除をお願い致します。,O99
総点検希望,O99
のぼり音声に雑音が入る、下り音声が聞こえづらい。,O99
初期化不能のためデータの初期化,O99
充電が出来ない時ある。ゲーム中、急に画面がでなくなって文字だけがでてきてしまう様なエラーが出て利用できない。,O99
電源投入不可。電源ついてもホーム画面にいくまでに電源切れる。充電すると熱を持つ。,O99
利用して充電がなくなった時(50パーセント)に電源が落ち、再起動すると電池残量が20パーセントになり、充電がすぐなくなってしまう症状です。動作が鈍くなる時もあり、ご利用から2年以上経っている為バッテリー容量の低下の可能性がありますので本体の点検をお願いいたします。,O99
事故・破損・水濡・水没・電源投入不可,O99
nfc/おサイフケータイのロック解除ができない,O99
通話時相手の声が聞こえない,O99
歩数計が反応しなくなる。設定をリセットしてやり直すと改善されるが過去にも同じ症状が起きているため点検を希望されている。,O99
電池持ち悪い,O99
充電ランプが点滅してなかなか充電ができない。勝手に再起動を繰り返し、初期画面から動かないことがある。,O99
●通知ランプが赤点滅する●不在着信や未読メールなどお知らせをすべて消しても改善なし●再起動で改善するもまた同様の症状が起こるのでお客様のご要望により修理,O99
バッテリーが持たない。すぐに充電がなくなる。バッテリー交換希望です。,O99
ワンセグ視聴時にメディアの音量が低くなったり高くなったりの症状が発生するとの事,O99
水に携帯を落としてしまった。すぐ取り上げたので携帯自体は正常に動く。点検を希望。,O99
icカードが出てきてしまう。カバーが外れている,O99
通話中に突然通話が終了してその後発着信ができない状態が起きる。,O99
電源はついているが画面が真っ暗でつかなくなる。電源再起動で改善されるが同じ症状になる,O99
電源は入るが画面がつかない。タッチパネルも反応ない。,O99
一定時間端末操作がなければ再起動になる。また、充電口のキャップが取れてしまった。,O99
felicaロックをかけたsimカードを破棄してしまったため、felicaロック解除不可。,O99
総点検希望,O99
万歩計のカウントが1〜2日経過すると、作動しなくなる。アプリリセットかける事で改善はするが、同じく1〜2日程で稼働しなくなる。万歩計機能の検査お願い致します。,O99
貸し出そうとしたところ、googleアカウントの入力が必要な状態になっていた為。初期化お願い致します。,O99
相手側の音量が非常に小さい。初期化しても改善見られず。,O99
端末破損,O99
初期設定が出来ない,O99
総点検希望,O99
電源投入不可,O99
コネクタキャップがとれてしまった,O99
水没です。保険適用内で点検・清掃お願い致します。,O99
キャップがとれたので修理希望。戻るのボタンが効きづらい。,O99
代用機返却後、端末「設定」の中のオールリセットを行ったところ、初期設定画面にてgoogleのアカウントでサインインしないと進まなくなってしまった。,O99
9月26日電源がいきなり切れて、つかなくなった。電源on、offでも改善が見られず、充電をしてもランプがつかない状況。一晩中差しても変わらなかったため、本日ご来店。こちらのスタッフが電池パックを外して再起動をしたら、改善あり。しかし、お客様がまたなるかもしれないとご不安のため、点検希望。もう一点、cメールを打って送信完了し、待ち受け画面に戻して画面を閉じたにも関わらず、次に開こうとすると短縮ダイアルの画面が開いているときがあるとのこと。,O99
usb異常とエラーがでて操作不能になる。,O99
コネクタキャップ取り付け直し希望,O99
充電の持ちが悪い。16%から一気に落ちることもある。,O99
電源投入不可コネクタキャップ取り付け希望,O99
操作をしようとすると、「端末の操作はできません。手など覆っているものを外してください。」と表示が出る。フィルムはご利用はなし。,O99
総合点検お願いします。,O99
伝言メモが無音で聞けれない。電源を入れなおすと一時的に直り聞こえるがまたすぐに聞こえなくなる。,O99
電池の減りが早い。操作をしていなくても電池が減る。同じ症状で修理に出したが直っていない。,O99
1年以上前から操作中に発熱を感じる。点検希望。,O99
代用機返却の際にリセットし、リセット確認で進んでいたらgoogleの画面から先に進まない。,O99
歩数計のデータが消える。過去のデータは残ってるが、直近のデータが突然消えた,O99
フリーズが多いとのことで点検お願いします。,O99
,O99
待ち受け画面に歩数計が出ない。,O99
端末の操作ができない。手など覆っているものを外してくださいという表示がされる。,O99
電源が入らない。,O99
icカード挿入部がよく外れる。落としたり雑に扱ったりすることがないのに、よく外れる。修理代金がかかるのは納得できない,O99
電波がつながらない。(simの抜き差しで改善せず),O99
再起動を繰り返す。,O99
お届けサービスをしてから発熱、電池もちが悪い。何も操作してなくても充電が勝手に減っている。 ◎wi-fiつながりにくい,O99
充電はできるけど、電源入れることが出来ない。,O99
lcd破損・機体一部破損(液晶・ボタン等)・液晶破損,O99
初期設定のwi−fiから進まない。接続しても先に進めない。,O99
マイクロusb差し込み口のキャップが取れてしまった,O99
購入から3か月目で症状確認裏蓋の左したアクセサリーなどをつける付近が、しっかり閉じておらずカタカタいう状態です。 ◎取次票参照,O99
通話終了時に何の操作もしなくても設定の画面に切り替わってしまう。着信時に履歴にも残らず着信もしないことがある。(かけた相手からの申告で判明),O99
アプリが起動しない。メールのurlが繋がらない。,O99
webで2から3pで画面が元に戻ってしまう。,O99
初期設定時のwi−fi選択がスキップできない。,O99
一週間程前から画面に『端末の操作はできません。手など覆っているものを外してください。』とエラー表示が出てしまい何も操作出来ない。フィルムも貼っておらずオールリセットもしたのに改善なし。以前も文字入力ができなかったりアプリが突然落ちるなど不具合が多いのでしっかり見てください。総点検、フル充電での返却をお願い致します。,O99
使用中に熱をもつ。たまに画面が真っ暗になり、メニューボタン等が勝手に点灯することがある。,O99
充電不能・充電不可,O99
icカードが外れてくる,O99
操作時にフリーズ多発。オールリセット実施済み→改善なし,O99
差し込み口の基盤ピン外れ,O99
googleのアカウントを入れないと進めない。,O99
万歩計不具合データが消えてしまう。,O99
充電投入不可。お金が発生する場合機種変更も検討中。充電すると充電部分が高温になり危険,O99
端末操作はできません。手など覆っているものを外してください。とエラー表示ありセンサー機能不良と思われる。購入当初より、通話断や機内モードへきりかわったりと動作不良もあり。,O99
電源は入るが先に進まない。強制再起動しても改善せず。,O99
バッテリー不備,O99
常にロック解除を行う度にエラーが常灯して、電源ボタンを押すと、ロック解除を行う。,O99
2016/12/7 q15688271内容分にて修理受付及びic故障再発行行ったが修理完了から改善一切無し。内容、圏外表示のまま通話通信利用不可。端末設定以上無し。2017/02/21にic故障再発行でも改善無し。 ◎キー操作反応がにぶん,O99
上記,O99
pinコードを忘れてしまい、操作不能。画面破損。,O99
大きく2点。誰と通話をしていても通話中雑音が聞こえる。画面に触れていないのに通話中、勝手にスピーカーになる。その他、カメラのレンズが濡れているからかカメラで撮影した写真が曇る。操作をしているといきなりホーム画面に戻る。総合点検希望。,O99
googleアカウントのロックがかかってしまって利用できない。また、再起動をかけたところ、ネットワーク選択画面から先に進まない。その他、不良個所ないか点検をお願いいたします。,O99
アンドロイドロボットが表示され何度もリトライされも立ち上がらない,O99
リセットがかけられない状態にある。改善もとむ。初期化希望,O99
初期設定時にグーグルアカウントを求められるがアカウント不明の為,O99
コネクタキャップ破損,O99
 端末の操作はできません。手など覆っているものを外してください。,O99
電源が切れてしまう。ついてもサイレンのような音が鳴り響きすぐにおちる,O99
充電器をさしても、強制再起動しても電源がつかない。画面はつくが再起動を繰り返す。,O99
データ通信不具合・データ通信不良・4g、lteの通信ができない,O99
充電口カバー欠損,O99
オールリセットができない。,O99
ボタンを押すと「端末の操作はできません。手など覆っているものを外してください。」とメッセージがでる。フィルム・カバーもしていない。データ初期化したが改善せず。,O99
イヤフォンキャップ紛失。電池パックの交換希望,O99
充電をしても充電の溜まり方が遅い。 熱を持つ。 充電部分のコネクタキャップ破損。,O99
電池パックの残量を確認してください。100%から何も操作せずに40%に減ってしまう症状あり。,O99
電池持ちが悪い。今年になってから電池持ちが悪くなり、動画再生時やゲームアプリをしているときに特に電池持ちが悪い。2か月くらい前からから電波の入りが悪くなり、電波が全く入らないこともある。ほかの場所に行くと改善することもある。,O99
一週間に一度、ブラックアウトすることがある。20〜30分すると通常に戻る。点検よろしくお願い致します。,O99
通話時、自分の声が相手に聞こえない、スピーカーにすると聞こえる,O99
au関連のアプリを立ち上げるとすぐアプリが落ちる。返却の際オールリセットが出来ない為、センターにてリセットお願いします。,O99
急な電源落ちを何回も繰り返す,O99
画面を見ている時に画面上がはがれてしまった。,O99
①simスロットルが勝手に外れ、通信、通話ができない。買った当初から3回程発生している。使用頻度が少ないにも関わらず発生するので確認お願い致します。代用機なし修理のため早急対応をお願いします。,O99
デモ機から代用機転用の為、初期化と合わせ総点検をお願いします。,O99
画面が真っ黒になり操作ができない。電話がかかってきても出ることができない。電源ボタン長押しで画面が点くようになるが、すぐ不具合が出る。,O99
緊急速報メールが受け取れない(入ってこない)全く同じところにいるk012利用の家族は入る,O99
アプリ(auマーケットでダウンロードしたline等)を起動しようとすると、homeが起動してませんと表示される。画面をタップしても、電源ボタンを押しても画面が真っ暗なまま点かない。全体的に動きが重い。データ初期化しても改善せず。,O99
pcとの接続時、pcから認識しなくなった,O99
lcd表示不良・画面が真っ暗になった・受電は可能、発信不可・強制再起動、icカード脱着・電源再起動で復旧不可,O99
画面破損,O99
電源投入不可・使用中に「温度異常エラーです。usbコネクタを確認してください」と表示され(実際は熱く感じない)、電源が入らなくなった。しばらくすると、電源が投入出来た・各種チェックをお願いします・外装交換及び内部清掃,O99
イヤホン部分、充電部分のコネクタが取れた。相手から電話がかかってきても繋がらない 今回で2度目,O99
画面消灯後、何も操作をしていないのに勝手に点灯する。,O99
本体が熱くなり使用をやめて時間置いてみたら電源投入不可となっていた。充電ランプの反応はあるが点いたり消えたりし、画面もandroidの表示を繰り返す。「usbコネクタを外してください、本体が過熱しています」という内容のメッセージが出てくることがある。,O99
初期設定の際前回使用したのgoogleアカウントの確認画面になって設定できない,O99
勝手に動作する時もある コネクタも破損有,O99
暗証番号をわすれてしまったのでリセットをお願いします(お金がかかる場合は連絡下さい),O99
充電不能,O99
歩数計が動かなくなる。充電をすると気が付いたら動いていないことがある。購入したときから症状が出ており、一度交換サービスも利用されています。交換した機種でも同じ症状が出る様子。電池パックを入れ替えたり、電源を入り切りしてもまた再発する。購入して間もないため、何度もご迷惑をおかけしておりますので、詳細修理、点検をお願いします。,O99
充電は出来ていても残量が上がらない。電池の消耗が早い。,O99
移動機の水没,O99
充電が出来ない。前の画面に戻るボタンが効かない。,O99
ピーピーと音がなり止まらない,O99
本体温度異常のためusbケーブルをはずして異物をとりのぞいてください。のエラーが常灯,O99
「端末の操作はできません、手など覆っているものを外してください」の表示が常にでる。,O99
端末内に、盗聴器等の部品が入っていないか点検お願いします。,O99
使っているとエラー表示が出たり、オールリセットができず、特殊操作によるリセットじゃないとリセットできないなど起きる,O99
歩数計の毎日の記録が東海道53次を歩くを設定してから、毎日0になる。その日の歩数はカウントされる。ソフトウェアの更新で改善がなかった為、総点検をお願いします。満充電での返却を希望,O99
昨日来店。昨日から一時的に、症状は治まったが念のために修理依頼。症状としては、熱くなっていないのに充電器をさすと本体熱すぎるとのエラー音がして充電が出来ない。また、その際には充電ランプも点灯しない。それ以外の症状としては、ac05以外では充電が出来ないとの事です。上記2点とも店頭にて、症状再現済み。,O99
水没ご電源入らない,O99
半年ほど前からカメラのピントが合わない。再現あり。時々電話が入っていてもsmsだけきて着信履歴には載らないこともある。再現なし。,O99
電池の減りが早い。コネクタキャップの破損。,O99
充電の減りが早い,O99
調子が悪いので総合点検お願いします。,O99
充電器を挿して抜いたらピーピーと音が鳴るようになった。充電が切れるまで鳴り続けた後、充電器を挿すと焦げ臭かったり熱を持ったりしたが、電源が入らなかった。充電持ちも悪い。コネクタキャップ類が全て取れている。,O99
コネクタキャップ破損による交換希望,O99
充電ケーブルを接続すると、温度異常というエラー警告とともに警告音が鳴る。充電を受け付けてくれない。,O99
以前から、音量調節するバーが触ってもいないのに出てくることが多かった。それから急に昨日電源がつかなくなって、充電しても変な音が出るようになった。なにが原因か詳しく知りたいとの事です。,O99
simトレーのカバーが取れてしまった。simを挿入しても飛び出てしまう。返却時フル充電希望。,O99
電源は入るが、通話・通信不可,O99
端末の操作は出来ません。手など覆っているものを外してください。の表示が出る。イヤホンを挿すと音声検索になる。,O99
充電開始直後に警告音が鳴りエラーメッセージが表示される。「温度以上エラー。usbケーブルを抜いて、異物が混入していないか確認してください。温度が下がるまでしばらくお待ちください。」が表示されるが、端末は熱くなっていない。また、usbコネクタカバー無し。,O99
たまに通話ができなくなる時がある。これまでに何度かあったとの事。,O99
umカードの読込不可と表示が出るとのこと(1週間に1.2回)電源が勝手に切れてしまう(2〜週間に1回)着信履歴がかけたりしてないのに10件表示されてしまう(月2〜3回),O99
下り音声不通。,O99
icカード認識不良,O99
初期化の際、エラー表示が出てリセットができない。,O99
メールが相手には届くが未送信となる,O99
ディスプレイとコネクタキャップの破損。,O99
icカード未挿入表示が出ます。自動的に電源が切れます。充電をしていても充電ランプが消えたり点いたりして正常に充電が出来ません。,O99
2.3日前、卓上ホルダーで充電後、ランプが消えたので取り出そうとすると触れないくらい熱く、持てなかった。点検希望。,O99
コネクタキャップ破損・sim挿入ロック不能,O99
2/3にsmsメールの受信への通知が遅いで、icカード故障再発行した後、icカードの挿入されていませんとうメッセージが頻繁に出ました。,O99
スリープ復帰時明暗センサーがふさがれているとエラーが出る,O99
水濡れ。見積もり希望。,O99
コネクタキャップ破損。,O99
電池が急激に減り、電源が落ちる。,O99
画面右側に縦線が入る、画面を覆っていないにも関わらず「画面を手で覆わないでください」というメッセージが表示される,O99
急に電源が切れてそこから電源が入らなくなった。,O99
たまに通話ができなくなる時がある。これまでに何度かあったとの事。,O99
