36027
711	途切れ	237
113	途切れる	325
390	通り	145
533	通信	379
327	通常	243
130	通知	162
104	通話	3372
262	連絡	473
377	週間	495
497	進ま	455
350	進む	72
403	進め	181
443	過去	54
719	違う	77
404	選択	84
124	部	161
145	部分	751
569	部品	88
785	重	74
407	量	305
23	金額	60
509	閉じ	103
263	閉まら	81
510	開い	151
595	開か	51
451	開く	149
247	開け	127
267	開閉	287
450	間	142
391	関わら	146
675	関係	53
547	関連	86
638	閲覧	58
462	陥没	137
209	際	761
472	雑音	283
24	電池	2516
114	電波	876
32	電源	8134
105	電話	1407
493	非常	120
76	音	1277
210	音声	1068
361	音量	207
351	頂い	101
654	頂き	66
738	頃	113
77	預かり	234
549	頻度	151
706	頻発	143
155	頻繁	513
619	願い	165
271	飛び出	79
232	飛び出し	98
161	鳴っ	59
598	鳴ら	356
583	鳴り	71
295	鳴る	135
